amount,payment_method,bank,hour,user_success_rate,success
4824,1,3,1,0.733482149651405,0
2657,0,1,13,0.8929407336101864,1
645,2,1,14,0.4190570592871312,0
4819,1,1,8,0.5571057633306176,0
3935,2,4,1,0.7102012091454979,0
693,2,1,16,0.4983294170281385,0
4939,0,1,9,0.9847071854588274,0
3904,0,4,8,0.4842051817216304,0
1559,1,2,1,0.6287402164496556,1
3593,0,0,23,0.9141555319991477,0
2701,1,4,18,0.3560445638621583,0
2544,2,4,16,0.8744816014659762,1
2772,2,1,10,0.6997058582822689,1
4300,1,1,16,0.32226142857376927,0
116,2,0,9,0.9320390243767385,1
3291,0,1,17,0.32743778481902014,0
492,2,3,22,0.660652457389905,1
524,0,1,5,0.3343218724559768,0
671,1,1,15,0.3498400689321487,0
3731,1,3,17,0.9210430199805244,0
1220,2,0,19,0.8360778828737103,1
341,2,3,17,0.437858821271424,0
3997,0,4,0,0.7343275812499777,0
4195,0,3,2,0.8562756979018509,0
2379,2,2,14,0.9227134489568052,1
888,2,4,19,0.6278148487874025,1
814,1,1,9,0.9282499141808429,1
4954,1,4,20,0.655495050902293,0
2949,1,0,4,0.7817596295243837,1
875,2,0,14,0.9853205515975973,1
4126,2,3,22,0.4651662524361687,0
2347,2,4,13,0.41796489325773467,0
178,1,1,14,0.5394131774845091,0
4026,2,0,9,0.41507931590421654,0
955,0,1,23,0.4989139639934119,0
2248,2,2,8,0.8200897263594227,1
1131,2,0,11,0.6342668251449011,1
3371,2,3,6,0.5625289061464313,0
3676,2,2,4,0.5581068036930552,0
4282,2,4,23,0.4361709824300372,0
3556,0,1,9,0.6131880180008966,0
3606,0,0,7,0.7372448910817233,0
507,2,2,21,0.3974083841627566,0
2811,1,2,19,0.9809690030291502,1
3188,2,0,15,0.6102968234987135,0
1768,2,4,11,0.9635726417259762,1
247,2,4,8,0.39426124863692963,0
4427,1,3,9,0.837051167220876,0
3997,1,4,15,0.7323466353804814,0
2050,1,3,9,0.8740448836803596,1
465,0,2,8,0.7204745460686436,1
1774,1,0,2,0.9739856432699643,1
4631,0,4,18,0.7388522816509002,0
4594,0,3,10,0.8492228877411276,0
2646,1,2,5,0.914307240773357,1
662,1,4,5,0.800208429847322,1
3662,1,1,14,0.6669656595942122,0
2589,0,2,14,0.4909719551343942,0
872,2,4,12,0.8981448293769685,1
2137,1,2,21,0.6364047768820749,1
3523,1,0,4,0.7344957584345413,0
2667,1,0,13,0.35545857651664386,0
1673,0,0,20,0.6481459261887949,1
3794,0,1,1,0.7887103508138915,0
3391,2,0,22,0.708850336953639,0
1346,1,1,11,0.6139883992319934,1
3819,0,0,19,0.45639912172476843,0
3939,2,2,13,0.5167691400631117,0
459,1,4,18,0.7904370507136107,1
2476,0,4,23,0.4569334891875792,0
3109,1,0,19,0.7352086307162173,0
3093,1,4,14,0.7128163287893422,0
1062,0,0,19,0.9792922355708045,1
3732,0,0,23,0.3425472897392689,0
1927,0,3,16,0.375685825107243,0
1713,1,3,13,0.6542584259520299,1
1740,1,3,22,0.6689768777475442,1
2316,2,1,17,0.32794936116361983,0
4412,1,3,21,0.8780987946016163,0
477,0,0,23,0.6463064486720269,1
4314,1,2,4,0.54265062264837,0
4385,2,3,21,0.5231976394304131,0
469,2,3,11,0.9029850270879269,1
2296,0,2,9,0.4377130064997262,0
3847,0,0,7,0.41229239380282645,0
751,2,1,5,0.44922497045629817,0
869,2,3,14,0.7375157833563746,1
2521,2,2,11,0.8676515989398863,1
880,0,0,5,0.5316850856517257,0
1816,2,4,11,0.421423398680369,0
4083,2,1,14,0.44643591734003435,0
1411,0,2,11,0.7334286449624956,1
3459,1,2,8,0.4722246583499609,0
622,1,2,18,0.9140961619459567,1
621,2,3,20,0.37272394809001974,0
4978,1,4,1,0.32265797380386413,0
2420,1,1,12,0.36186477217263274,0
1035,1,0,12,0.8919501842704243,1
2330,1,0,7,0.7558606637659626,1
4140,2,4,12,0.9704212431820751,0
4683,1,2,3,0.5354075788888303,0
3797,1,2,5,0.44887468960678956,0
2937,0,2,5,0.6933826675196244,1
4183,2,2,20,0.676479795388724,0
2561,0,2,11,0.7137167917367252,1
3343,0,4,11,0.5432737038622442,0
3459,2,3,16,0.3041278580257507,0
785,1,1,6,0.3245221570584318,0
2260,0,2,14,0.764678522995759,1
4088,2,3,23,0.666280633708837,0
4166,1,0,16,0.8747078817558913,0
1667,2,4,9,0.5102869011507578,0
138,0,3,22,0.8708305660618225,1
2644,1,2,19,0.5978439894160803,0
4975,1,2,5,0.36768886988243604,0
1356,2,2,8,0.984538093813486,1
3090,1,3,14,0.6583551504018639,0
2296,0,2,15,0.7406349597736424,1
3568,0,3,20,0.7695580305426974,0
2808,0,2,7,0.5536885765588164,0
401,2,0,15,0.8232698239034961,1
746,1,0,4,0.9091865257457119,1
4858,1,1,17,0.5710308834897011,0
1859,1,2,19,0.7599006206420837,1
4451,0,2,13,0.8299866767840465,0
697,1,3,1,0.4330881283823569,0
761,0,3,22,0.5328172590771771,0
4430,1,2,22,0.3761570924666684,0
1468,0,1,2,0.7215459249737424,1
2681,1,2,13,0.8606563870745993,1
3968,2,3,6,0.7275870596094536,0
3637,2,2,14,0.42584868168393075,0
4965,0,3,16,0.6824579437182962,0
4408,0,2,0,0.8844539039684867,0
4658,1,4,8,0.5119073572547533,0
382,1,3,21,0.8828560515768482,1
3778,2,1,13,0.8492362986389916,0
1586,1,4,15,0.3152185654856724,0
4182,0,2,20,0.46761836985985133,0
4283,0,3,12,0.680059684058408,0
560,0,4,5,0.8023321590134815,1
2425,0,1,21,0.9163713679569805,1
3854,0,3,0,0.748729622787526,0
2568,2,4,20,0.5662409198746774,0
1824,2,4,3,0.42923904471612073,0
1476,0,4,2,0.8320250988237019,1
2843,1,0,16,0.4447470915268841,0
614,0,2,1,0.7868013650277748,1
802,2,3,18,0.4268481321598452,0
1753,0,3,19,0.3637376952166251,0
2166,2,3,22,0.4757701565945741,0
122,2,4,21,0.49945086386758,0
2560,0,2,7,0.7530463941464369,1
1404,0,1,14,0.4126183574194412,0
3400,1,3,5,0.9512148390908217,0
461,2,2,22,0.6880531804395914,1
3827,1,2,19,0.6436522115715257,0
1384,0,0,1,0.6042861600158573,1
614,2,3,14,0.6966209428651338,1
548,1,4,19,0.3157128770132476,0
1955,1,2,11,0.9930604622053576,1
3662,1,2,2,0.6902670633359862,0
2620,0,1,9,0.32463650149812445,0
3181,0,0,13,0.7129843232897198,0
1528,0,2,21,0.6059551308027751,1
4067,2,2,13,0.3168263876664862,0
1022,0,4,2,0.947100126510231,1
3237,2,4,0,0.30739681045166933,0
2259,1,1,19,0.704510173814475,1
2647,1,1,0,0.9732535233383568,1
3079,0,1,1,0.4663231478881182,0
2381,1,4,18,0.47792535197051766,0
2749,0,4,23,0.30029618999210667,0
413,2,0,9,0.3464458203915866,0
2713,1,3,3,0.33142188810396167,0
3183,0,3,3,0.8758593985818979,0
2356,1,0,12,0.8857162989614433,1
1137,1,3,8,0.8086900589291659,1
3589,0,4,6,0.5469215087619644,0
2734,1,3,15,0.8748781149221896,1
4083,1,4,17,0.6778421641700174,0
1878,1,0,2,0.5130171935359462,0
3995,1,1,19,0.6060937383800733,0
1224,2,0,19,0.34603743888420296,0
797,1,3,9,0.9614360807249396,1
2279,1,4,23,0.733381492146288,1
1504,0,3,21,0.8118639014514009,1
1143,2,3,15,0.7736083592939136,1
2029,0,1,2,0.7674249891646865,1
1113,0,3,10,0.31208268984806803,0
326,0,1,9,0.6677598958493927,1
1928,2,4,15,0.8751971600378738,1
2123,0,4,7,0.33116319598811994,0
2552,0,1,8,0.9693159787217893,1
2185,0,0,14,0.5969117781041924,0
4383,1,4,20,0.5029268444359598,0
1180,0,0,2,0.6722749531493599,1
2420,2,4,3,0.8608499314901252,1
3290,2,4,12,0.6323285432380463,0
2730,1,2,11,0.7515739736104743,1
2663,2,3,20,0.649940071506802,1
3392,2,3,8,0.7418905796488113,0
4721,1,0,13,0.3966216406376456,0
3686,0,3,18,0.32706437032466995,0
4531,1,0,6,0.3958309839881749,0
3047,0,4,15,0.5000867012647501,0
4059,0,2,21,0.47734924371367476,0
2913,2,2,19,0.7306227447624528,1
2683,1,4,4,0.6191225968939686,1
261,2,1,9,0.3271683867187929,0
693,2,1,17,0.3244061344219179,0
3359,0,3,10,0.363411601484466,0
4255,2,0,6,0.5471568101806061,0
3062,1,2,13,0.3043280656746106,0
3988,2,3,19,0.6457910858010982,0
3490,2,4,17,0.5524687650165119,0
4601,0,2,10,0.6888089117085784,0
763,1,0,21,0.8045776596579606,1
1232,2,0,11,0.47568097083589805,0
641,0,1,17,0.4099585533402368,0
3074,2,3,1,0.4946374891743712,0
967,1,4,22,0.3012342273663338,0
2166,2,2,0,0.3840090688680465,0
531,2,0,22,0.825581254580434,1
4935,0,2,9,0.4559647896801996,0
4378,2,4,20,0.996009743662827,0
1306,0,2,0,0.4174820649553664,0
2628,1,3,5,0.8521402008958454,1
1269,2,1,6,0.7935311302778741,1
930,1,2,16,0.5254924999714153,0
1751,1,1,8,0.5315174004961756,0
1236,2,4,6,0.6944861066769732,1
2910,0,1,16,0.8966618682377909,1
575,1,2,2,0.5703308608836251,0
2910,1,2,15,0.34282591664288453,0
1426,2,0,4,0.5620934238316078,0
1119,2,2,19,0.44511887126991895,0
1936,2,1,17,0.9574449119455122,1
4356,2,0,0,0.7880920424631632,0
2548,2,2,3,0.33558286494934403,0
4393,2,2,22,0.5050919760838245,0
1383,0,4,10,0.33515117544456485,0
759,1,0,19,0.8810116692623502,1
2110,0,4,8,0.9344074813350125,1
498,0,4,7,0.37859572408735204,0
1833,2,4,7,0.6082030322060873,1
2225,1,3,4,0.952318297285498,1
2271,0,4,11,0.40164818070026936,0
174,2,1,0,0.5043325134594204,0
4797,2,2,14,0.5129922551208591,0
3571,1,3,17,0.32104081854139893,0
936,0,4,5,0.3253912642829935,0
599,0,2,9,0.966954978958039,1
237,0,0,13,0.6997648262903777,1
2197,2,0,20,0.5146538250000325,0
3796,1,2,7,0.5650722624946092,0
1985,1,1,2,0.8003900501915169,1
2857,0,2,21,0.5565620424882343,0
4020,2,2,21,0.45943228216530174,0
2000,0,3,18,0.3712861391198596,0
2710,1,0,11,0.8102531082026259,1
4086,2,0,11,0.4263955116726573,0
1549,0,4,14,0.3487537889484083,0
646,0,2,6,0.5988681118475339,0
4776,2,2,3,0.32769967326794763,0
2103,1,1,20,0.9754986408400206,1
2196,2,0,8,0.7391050773023877,1
803,0,1,21,0.4068877673125926,0
2503,0,3,15,0.42071786051392257,0
1725,0,4,12,0.6988799361909918,1
3431,0,1,3,0.5495960301364555,0
4833,1,0,23,0.8419867209313996,0
3078,1,3,8,0.6820645399332417,0
4836,0,2,20,0.6033337128674588,0
2939,1,3,17,0.9740861736456901,1
3484,1,1,14,0.5735103393467822,0
2759,1,0,14,0.5804276466581404,0
1961,0,1,5,0.7660406947425522,1
2956,2,2,10,0.8666350088855177,1
785,2,2,7,0.7383504936009817,1
4383,2,0,20,0.7890271554380999,0
1719,0,4,16,0.5610520979966278,0
4743,1,3,23,0.6356477855347817,0
1531,1,3,16,0.4379245605275743,0
975,0,2,23,0.7761725434889664,1
4813,0,1,17,0.4550163582986966,0
2561,2,1,3,0.3008797567756678,0
1465,2,4,14,0.9536334838647258,1
1343,0,1,1,0.5142106688501876,0
262,2,3,1,0.4376424297262016,0
2074,1,1,9,0.4877027116760431,0
3391,0,4,2,0.5313133883330533,0
369,0,3,7,0.6321824985137215,1
731,1,1,19,0.3485461697130176,0
1005,1,3,6,0.3368712093438156,0
3571,1,2,11,0.5050375358766508,0
3353,2,2,18,0.5070362918379671,0
2114,0,2,14,0.38235235946996454,0
1741,2,1,13,0.5833541160243739,0
304,1,4,15,0.49882006774194754,0
681,2,3,13,0.31823888695654906,0
940,1,0,2,0.9200045462947775,1
1819,2,2,17,0.9202133126305132,1
2743,2,2,21,0.4464275770394318,0
2397,1,0,5,0.4140105597150435,0
974,2,0,16,0.6831049350428872,1
789,0,1,22,0.7415274520870015,1
4100,2,3,13,0.970279790212951,0
3241,2,2,13,0.5641439196478688,0
1522,0,4,19,0.7327402400051908,1
771,1,1,12,0.9147267320630166,1
1271,0,1,2,0.614967650046595,1
3826,2,4,12,0.3856420258101282,0
1043,1,4,23,0.5642131000809819,0
1549,2,4,1,0.39559684869231027,0
3837,2,0,8,0.31164762494136516,0
2639,0,2,12,0.8260871394443183,1
4059,0,0,7,0.46689659034674885,0
4360,1,2,15,0.3014049320872818,0
2461,1,0,23,0.9107026502746014,1
3752,1,3,2,0.6106521869436341,0
3770,2,2,12,0.46720191574325765,0
1853,0,1,3,0.48395298064879344,0
2452,0,2,17,0.46837652531353513,0
2038,0,2,1,0.4361893128324904,0
470,1,2,19,0.8888583572020075,1
4579,0,3,21,0.41923214405890863,0
2031,0,0,20,0.693298278715579,1
524,0,1,14,0.35412417127053114,0
4824,1,0,16,0.9646649633250202,0
994,0,0,9,0.7223197331121453,1
697,1,4,0,0.9322067578416051,1
3162,0,3,5,0.5785144456328466,0
2436,0,4,2,0.8674704397336879,1
4788,0,3,18,0.8975581356145177,0
1787,1,0,6,0.7920645038250689,1
672,1,0,12,0.36506322651759443,0
2190,0,3,12,0.3112560604841342,0
3769,2,0,16,0.41799177043935526,0
4372,1,0,0,0.38266772987667486,0
4724,1,1,13,0.8075963649398905,0
1733,0,4,2,0.6899047744825398,1
1617,2,4,13,0.668165605181924,1
4393,0,4,23,0.47700711022969833,0
2757,1,2,0,0.40822527571592915,0
3748,1,1,15,0.4445835788382271,0
3688,0,4,9,0.5801939051901361,0
1637,0,4,12,0.8181002447326671,1
3237,2,1,3,0.47816163157552893,0
197,2,0,8,0.7890291008811041,1
3315,1,4,13,0.6440582742833904,0
4630,2,0,3,0.9198085939575551,0
4832,2,4,9,0.4630401926223233,0
3850,1,3,7,0.6155996778323263,0
3257,1,2,22,0.3676653370159697,0
4783,1,4,2,0.5346071998356244,0
443,1,3,22,0.654816310822542,1
4766,0,1,6,0.8129181500350546,0
710,1,3,9,0.4386539840410422,0
1827,1,1,2,0.45266448988452607,0
2390,1,4,1,0.7421044883647345,1
1954,2,1,14,0.567720448418018,0
2708,1,3,8,0.6374664070626435,1
2179,0,2,14,0.8852944081451184,1
2424,0,0,16,0.6493583107451676,1
4727,1,0,6,0.7567495664264197,0
1277,0,2,19,0.7597425291619806,1
1191,2,0,17,0.8625283600692126,1
2891,1,4,14,0.7466976419437169,1
1849,0,4,17,0.3453668779577037,0
2775,0,3,23,0.5395210878807881,0
881,1,3,22,0.9925213284564469,1
3148,0,1,11,0.4375572021655431,0
2205,1,3,22,0.710710354890282,1
3967,0,4,20,0.890058447914083,0
4642,2,3,7,0.7105909925231477,0
2213,0,0,1,0.560589180688674,0
4070,0,1,1,0.356159993902394,0
2091,1,1,4,0.5531654317752664,0
1167,0,4,0,0.4274472581020027,0
1677,1,3,21,0.972603971397386,1
1111,2,0,3,0.8005222890908004,1
2374,1,3,5,0.8245682080519035,1
4969,1,2,22,0.6051784862002647,0
1914,0,3,12,0.3769753796921943,0
2526,2,4,18,0.4867015403171247,0
4502,1,3,10,0.4817977728464311,0
4974,0,1,12,0.6407455455610805,0
2651,0,0,7,0.62268585068535,1
3757,1,4,6,0.6033857521602881,0
107,0,2,12,0.6471842266849186,1
2655,1,0,0,0.9909161573870324,1
575,1,0,5,0.5088475414570184,0
2311,1,1,6,0.7306884122405113,1
584,2,1,15,0.4676554208282134,0
4754,1,1,14,0.6266243861483274,0
2385,0,4,19,0.4400344632024624,0
4663,2,3,1,0.6907345647098304,0
3625,0,0,22,0.4855082505385673,0
3439,2,3,15,0.3257522417031815,0
2922,2,3,16,0.8706897640309739,1
3024,2,1,23,0.38977857848429226,0
358,2,3,14,0.5576271593818339,0
382,0,0,2,0.634024326377842,1
1998,1,0,3,0.6027360002953491,1
4235,0,2,11,0.8079660345830062,0
3076,1,4,4,0.717743617151661,0
2367,0,3,16,0.5067598278952401,0
3300,2,4,5,0.3361920998884691,0
712,2,4,9,0.8373165827772233,1
787,1,4,21,0.5467689886748952,0
3790,1,4,17,0.9228073186999783,0
712,0,0,9,0.5765397415222753,0
2407,1,3,5,0.802361024296395,1
3113,0,2,23,0.9576952922642754,0
1881,1,4,5,0.7558067154448358,1
2691,1,2,19,0.5894422393782534,0
2796,1,0,14,0.69717948815016,1
4058,2,0,3,0.6804116319793247,0
674,2,1,15,0.709374025657354,1
2010,0,4,21,0.40277398994894203,0
3704,1,1,23,0.7889569176809169,0
769,0,2,7,0.401530290168431,0
4464,1,3,6,0.31023181902232977,0
1383,2,1,18,0.7373460704788444,1
1023,2,0,16,0.38183950052291393,0
1225,1,4,20,0.8392881456978911,1
1629,1,2,12,0.9061761674505744,1
1694,2,0,14,0.9613157531987484,1
346,2,3,1,0.7651338740344741,1
3811,0,4,9,0.6374104250246129,0
1660,2,3,12,0.5465967564940594,0
2500,1,3,17,0.6436475657904315,1
2343,0,4,22,0.43324655985221944,0
3964,1,4,10,0.5438958534523651,0
2039,0,3,12,0.8025513673841485,1
3169,1,2,18,0.45219607979394916,0
326,2,4,23,0.48484699497156547,0
3647,1,0,23,0.824529778995494,0
364,0,1,21,0.42448515507905454,0
1495,1,2,4,0.4721213105313644,0
3657,0,4,2,0.31228329397585525,0
745,1,4,18,0.8040361196745747,1
3090,2,2,22,0.7325324958965037,0
1999,2,1,12,0.7860698167580789,1
2604,1,3,4,0.45002943336731915,0
2872,1,0,11,0.7811634735095099,1
1254,1,4,13,0.7174636323852797,1
687,0,1,5,0.5562860854554024,0
4671,1,0,21,0.6064780681440833,0
1921,1,2,8,0.6975443522913857,1
1085,0,4,16,0.6453045232612897,1
4179,2,3,7,0.7492796461785598,0
3448,1,2,12,0.4266857043241966,0
3931,1,4,4,0.6784969684413378,0
1341,2,1,21,0.6151956380051785,1
289,2,0,21,0.6227143458097988,1
1080,0,0,16,0.6285674354078167,1
1798,1,4,2,0.9170303746756219,1
1815,1,2,5,0.8730392087956309,1
2693,0,3,13,0.7406989728193757,1
4236,2,1,14,0.801540854921658,0
4533,0,4,13,0.32996184524767463,0
1198,2,1,10,0.820794203565768,1
2426,0,0,10,0.640315281917554,1
3347,2,3,8,0.5224232951836892,0
995,0,1,5,0.3978438761567,0
1774,2,4,14,0.35264615324639426,0
3009,2,3,11,0.33141997984770616,0
1030,2,2,5,0.41325732242316854,0
4484,2,4,0,0.32110065635841917,0
823,2,1,15,0.8128495697097646,1
3040,1,3,19,0.4740298833152178,0
1189,2,4,14,0.5581182988524064,0
4678,1,3,1,0.8759013496711179,0
1035,2,3,16,0.38026024756721344,0
2395,1,3,2,0.884915821165349,1
255,1,1,2,0.7476782453852017,1
1170,0,4,4,0.5394206602232221,0
2058,2,0,16,0.382465049147379,0
2601,0,0,22,0.3640448881386387,0
4319,0,1,16,0.5348600422555244,0
3930,2,1,19,0.39823938090263206,0
954,0,3,5,0.48739720753269233,0
739,2,4,0,0.33706906031592715,0
2338,0,4,6,0.7165058951876893,1
1702,2,2,14,0.4016932818676631,0
541,2,2,6,0.8297126191879389,1
4728,2,0,18,0.45272248339458043,0
1436,1,2,19,0.85858360553673,1
3800,0,2,21,0.4329173903581074,0
1048,1,0,10,0.804956594590909,1
3473,0,0,22,0.5331522757376381,0
559,0,2,13,0.7081839964223058,1
4746,0,4,12,0.3270632700252169,0
492,1,2,19,0.6466711040479802,1
4038,0,3,8,0.4040815262914442,0
1887,1,3,8,0.6404241590743185,1
2357,2,3,15,0.3989513916203048,0
1238,0,1,11,0.6059623840975595,1
3908,0,3,9,0.37743457416260184,0
4841,2,4,5,0.45396606241400705,0
2554,2,1,17,0.7165552548526983,1
1566,0,1,1,0.9836624460470995,1
3774,2,3,19,0.6144293378743804,0
1477,1,2,8,0.7810215848266517,1
2697,1,0,18,0.6775972697310626,1
241,0,2,5,0.6488505540061065,1
2759,1,2,1,0.3452929377878958,0
4696,1,1,14,0.4010081815926956,0
939,0,1,16,0.918140410462797,1
3718,2,1,15,0.5871150205292623,0
4017,0,4,20,0.7300327336093536,0
695,1,4,7,0.6697632629004708,1
2004,0,0,9,0.5652176656858643,0
380,0,1,9,0.5714715798276517,0
523,1,3,17,0.6888255041360709,1
4465,1,1,9,0.39879926103302055,0
4349,0,4,8,0.5710813281781038,0
1850,1,1,23,0.6128828985819172,1
4857,1,4,18,0.9895883565732868,0
2067,1,1,0,0.5460183385000024,0
4188,1,3,3,0.7512052271166082,0
4278,1,0,23,0.3961908498785277,0
3046,1,3,2,0.3458369672811534,0
1549,2,4,9,0.9100794098008611,1
2431,0,2,11,0.8115144316839804,1
2320,1,3,17,0.5222495013161983,0
3889,0,1,22,0.6532046020280602,0
2910,2,0,19,0.39502092911628695,0
4828,1,1,5,0.795012205786602,0
1631,0,1,20,0.34923141446120726,0
4982,1,3,1,0.8299231398588414,0
3090,1,0,9,0.6827855571889906,0
4593,1,2,1,0.4951953710607353,0
1243,1,1,8,0.9038020478430198,1
1033,1,0,9,0.9902503092371979,1
1560,1,2,1,0.47804437083834656,0
2823,1,1,7,0.8643723047101528,1
2612,2,0,23,0.82511642146352,1
385,2,3,16,0.8230330847739686,1
364,1,1,16,0.9700649280388189,1
2467,1,1,3,0.6406319646113946,1
3547,2,0,17,0.7719176283896583,0
1862,2,1,11,0.8767141545380628,1
3148,2,2,16,0.6356755115301185,0
2481,1,1,8,0.637001841968404,1
2369,0,4,18,0.5230583278471459,0
140,0,2,13,0.8465779989789939,1
167,0,0,13,0.7803370457798895,1
1087,0,2,16,0.615797929650735,1
4108,1,4,1,0.5935356601791157,0
3298,0,4,7,0.35081275021838304,0
4890,2,1,4,0.30455080277989083,0
2624,2,1,6,0.6702257765722903,1
1185,0,3,21,0.5922449966461196,0
2579,2,2,15,0.8572257319312349,1
1793,1,3,15,0.679857839414985,1
2415,0,4,16,0.9556942303675577,1
878,0,1,21,0.437298559202699,0
4689,1,1,6,0.9931052382695278,0
1685,2,1,19,0.5085434360184744,0
1592,1,0,7,0.7496967815013141,1
760,1,4,7,0.6512975995316559,1
1448,2,1,22,0.5517034808744745,0
1399,1,4,10,0.39751642828581263,0
4040,2,1,14,0.39438390601654816,0
2086,2,2,17,0.7980540791647367,1
2144,1,4,5,0.564348968083418,0
3616,2,3,21,0.9729085818930598,0
1158,1,0,11,0.5279539405544366,0
1076,2,3,14,0.988466605223574,1
4677,0,4,22,0.4437962796166839,0
827,2,1,5,0.37197007036173746,0
2627,2,4,17,0.5187988134660699,0
3236,1,0,23,0.9199093526000122,0
442,2,4,19,0.6652963611466993,1
1547,0,1,8,0.39495507415604564,0
2479,0,3,7,0.4417493347228665,0
3759,2,2,13,0.5178824635046942,0
626,2,3,18,0.7131167164688954,1
1996,0,1,18,0.5326652579143345,0
4854,1,1,7,0.822937857462529,0
2173,0,0,1,0.7314054893297075,1
505,0,4,3,0.911676616147338,1
1673,2,4,5,0.650673278451555,1
4700,2,3,2,0.5318234898707475,0
3840,0,2,2,0.9973900974622429,0
4374,1,2,18,0.548943325265149,0
4327,0,0,10,0.6000218478463584,0
1946,0,1,9,0.8663890577506619,1
1578,1,0,11,0.3620453637251648,0
2495,0,4,13,0.5705430742409603,0
871,0,1,17,0.35999706540679877,0
678,2,0,23,0.3975141066709305,0
3001,1,3,8,0.3032485778486048,0
293,2,4,14,0.30668100480766264,0
2107,2,2,23,0.5662015226519963,0
1285,1,0,2,0.8664146634634433,1
2494,1,4,22,0.7109030524141852,1
3098,0,4,10,0.7444398308963504,0
1892,2,2,9,0.6634744663094205,1
1210,1,2,17,0.873855200919391,1
4105,2,2,3,0.9162651076303219,0
2361,2,0,12,0.8948185097017627,1
3836,1,2,5,0.8684924740621272,0
3893,0,3,20,0.4278991514942987,0
2036,2,4,12,0.7157133577556547,1
4975,1,2,19,0.7075142372688591,0
4457,0,4,4,0.6695608026233487,0
829,2,1,19,0.6365689525077362,1
4478,1,1,13,0.36241933403046844,0
3551,2,2,12,0.37151426373435537,0
4557,1,4,13,0.9315970993084364,0
4636,1,1,7,0.741130507384839,0
2240,2,2,15,0.48362205014860443,0
1744,2,4,12,0.49551027244941936,0
2900,1,2,23,0.7271363821540411,1
241,0,4,14,0.5848544822449635,0
1555,2,1,18,0.6089269196895661,1
4896,1,2,0,0.3424549933733933,0
2196,1,1,21,0.3971174309768213,0
1425,0,2,1,0.5753452985945637,0
1313,0,0,17,0.7897804939543378,1
1259,0,1,18,0.3336177713199392,0
4750,2,1,7,0.5341904549817582,0
4599,1,3,2,0.7865503663541611,0
4797,1,1,22,0.8544355533152039,0
440,1,4,13,0.4331544928667193,0
3928,0,2,8,0.8120409923254199,0
2068,1,0,7,0.9687881858553207,1
803,2,4,16,0.9347685050675139,1
4513,0,4,22,0.8525632541642563,0
2529,0,4,22,0.7986286802289366,1
1900,0,4,23,0.4645968156138392,0
4748,0,0,15,0.7437322589336786,0
955,2,3,9,0.750291795667207,1
1912,1,1,20,0.5847749324648814,0
2966,2,4,9,0.6451108231906563,1
3742,1,1,23,0.7858199417222946,0
282,2,1,5,0.9664710749972953,1
3212,0,4,21,0.5067143459087221,0
4592,0,3,16,0.47245420637020763,0
1617,2,1,15,0.7212648246092102,1
1456,2,2,14,0.3915593780089519,0
2274,1,1,21,0.7077729813414697,1
3729,2,4,13,0.36219603955000157,0
3728,2,0,3,0.643408715723156,0
4196,1,1,3,0.7342900622994735,0
3339,1,3,1,0.34907674749098927,0
3791,1,2,10,0.4448672063640405,0
118,2,2,3,0.5347619994156674,0
3503,1,0,20,0.5580190866303112,0
4779,0,0,20,0.7732732502779108,0
4651,0,1,15,0.6703149383916669,0
3104,0,4,20,0.5674759292137288,0
1232,2,3,3,0.615473378039155,1
3439,0,2,0,0.30908366945516746,0
3411,2,0,23,0.8393676955153411,0
3472,2,3,18,0.3287032820863477,0
1087,0,4,1,0.8805222450457961,1
3421,1,2,8,0.6786975649903111,0
4715,2,2,22,0.669473433857162,0
273,0,4,12,0.7932050394412395,1
3841,2,2,17,0.9016916728574256,0
3152,1,4,15,0.959852302535765,0
826,1,2,15,0.6803589210707893,1
3860,0,1,9,0.40546076239224277,0
1975,2,4,8,0.915041648321105,1
4133,2,3,10,0.3284704128590804,0
1089,2,1,3,0.8651360195038658,1
3844,2,3,9,0.7762951384979536,0
2786,0,2,2,0.9333093251960622,1
519,1,3,5,0.9282242051732128,1
693,0,1,2,0.33720785980595575,0
1874,2,4,8,0.7266124850229705,1
2559,2,0,2,0.38727001861774124,0
1035,1,3,17,0.3549280282208383,0
3908,2,0,7,0.6137940020815114,0
431,0,3,21,0.3683182778941184,0
3549,0,3,7,0.809531668178815,0
2802,1,4,14,0.9782584973553197,1
4106,0,2,12,0.698708070448165,0
3968,0,1,6,0.4646182086931806,0
4300,0,1,18,0.8902444740677768,0
301,0,1,7,0.8971723624510182,1
2597,2,2,9,0.8129501806550761,1
1942,0,0,16,0.7305925293693456,1
1966,1,1,0,0.9074547183262067,1
2096,1,0,12,0.41430417739829134,0
1009,0,2,12,0.9521200884408312,1
4405,1,2,23,0.9630422044473976,0
4758,0,4,15,0.9103946617979932,0
3289,1,1,8,0.4754634242980269,0
870,1,4,9,0.9007248704174404,1
3255,0,1,5,0.6483467482863842,0
2601,0,2,4,0.7164511661805777,1
2814,2,2,1,0.8884204357529015,1
4824,0,3,10,0.32070799118166626,0
3685,0,3,8,0.554059814522952,0
1728,2,2,5,0.8709853640711258,1
486,0,2,7,0.869768348661206,1
3521,0,0,8,0.8940815488180529,0
4108,2,0,8,0.4184511300976439,0
4193,0,4,7,0.794120632759572,0
4463,0,3,11,0.402552338353793,0
2566,2,3,7,0.8495686062657177,1
2382,2,2,2,0.4715882031181552,0
1956,1,2,12,0.8164724093108622,1
